Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cd10	cd135	cd34	cd38	cd45ra	cd49f	cd7	cd90	facs_time	fsc_a	fsc_h	fsc_w	genotype	lin	platform	protocol	source_name	ssc_a	ssc_h	ssc_w	strain	tissue	Run_s
RNA-Seq		200	PRJNA304408	SAMN04300869	GEO	public	sra	ncbi	SRX1453967	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	1064	727	Homo sapiens	ILLUMINA	2017-01-19	SRR2963113	SRS1182600	SRP066781	GSM1955759		1087.0	2490.0	3936.0	918.0	233.0	511.0	-339.0	450.0	14084.0	83248.0	85851.0	63549.0		482.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49043.0	48527.0	66233.0			SRR2963113
RNA-Seq		200	PRJNA304408	SAMN04300870	GEO	public	sra	ncbi	SRX1453968	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963114	SRS1182599	SRP066781	GSM1955760		239.0	2235.0	7550.0	702.0	366.0	486.0	409.0	2601.0	14319.0	101563.0	97540.0	68239.0		-132.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49071.0	47888.0	67155.0			SRR2963114
RNA-Seq		200	PRJNA304408	SAMN04300870	GEO	public	sra	ncbi	SRX1453968	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963115	SRS1182599	SRP066781	GSM1955760		239.0	2235.0	7550.0	702.0	366.0	486.0	409.0	2601.0	14319.0	101563.0	97540.0	68239.0		-132.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49071.0	47888.0	67155.0			SRR2963115
RNA-Seq		200	PRJNA304408	SAMN04300220	GEO	public	sra	ncbi	SRX1453969	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	23	16	Homo sapiens	ILLUMINA	2017-01-19	SRR2963116	SRS1182598	SRP066781	GSM1955761		727.0	2829.0	5650.0	630.0	278.0	365.0	-54.0	5122.0	16859.0	109867.0	119661.0	60172.0		-154.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55049.0	54669.0	65991.0			SRR2963116
RNA-Seq		200	PRJNA304408	SAMN04300220	GEO	public	sra	ncbi	SRX1453969	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	24	17	Homo sapiens	ILLUMINA	2017-01-19	SRR2963117	SRS1182598	SRP066781	GSM1955761		727.0	2829.0	5650.0	630.0	278.0	365.0	-54.0	5122.0	16859.0	109867.0	119661.0	60172.0		-154.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55049.0	54669.0	65991.0			SRR2963117
RNA-Seq		200	PRJNA304408	SAMN04300221	GEO	public	sra	ncbi	SRX1453970	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	22	16	Homo sapiens	ILLUMINA	2017-01-19	SRR2963118	SRS1182597	SRP066781	GSM1955762		556.0	4235.0	8767.0	1081.0	1031.0	-172.0	25.0	712.0	16652.0	122224.0	119225.0	67185.0		209.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	75622.0	74445.0	66572.0			SRR2963118
RNA-Seq		200	PRJNA304408	SAMN04300221	GEO	public	sra	ncbi	SRX1453970	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963119	SRS1182597	SRP066781	GSM1955762		556.0	4235.0	8767.0	1081.0	1031.0	-172.0	25.0	712.0	16652.0	122224.0	119225.0	67185.0		209.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	75622.0	74445.0	66572.0			SRR2963119
RNA-Seq		200	PRJNA304408	SAMN04300222	GEO	public	sra	ncbi	SRX1453971	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	394	272	Homo sapiens	ILLUMINA	2017-01-19	SRR2963120	SRS1182596	SRP066781	GSM1955763		298.0	1074.0	3885.0	622.0	29.0	153.0	531.0	-232.0	16422.0	114384.0	106041.0	70692.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	76264.0	73897.0	67635.0			SRR2963120
RNA-Seq		200	PRJNA304408	SAMN04300222	GEO	public	sra	ncbi	SRX1453971	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	424	293	Homo sapiens	ILLUMINA	2017-01-19	SRR2963121	SRS1182596	SRP066781	GSM1955763		298.0	1074.0	3885.0	622.0	29.0	153.0	531.0	-232.0	16422.0	114384.0	106041.0	70692.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	76264.0	73897.0	67635.0			SRR2963121
RNA-Seq		200	PRJNA304408	SAMN04300223	GEO	public	sra	ncbi	SRX1453972	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	52	36	Homo sapiens	ILLUMINA	2017-01-19	SRR2963122	SRS1182595	SRP066781	GSM1955764		530.0	8438.0	6658.0	1006.0	6415.0	629.0	166.0	535.0	16198.0	133634.0	126457.0	69255.0		535.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57548.0	56937.0	66239.0			SRR2963122
RNA-Seq		200	PRJNA304408	SAMN04300223	GEO	public	sra	ncbi	SRX1453972	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	58	40	Homo sapiens	ILLUMINA	2017-01-19	SRR2963123	SRS1182595	SRP066781	GSM1955764		530.0	8438.0	6658.0	1006.0	6415.0	629.0	166.0	535.0	16198.0	133634.0	126457.0	69255.0		535.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57548.0	56937.0	66239.0			SRR2963123
RNA-Seq		200	PRJNA304408	SAMN04300224	GEO	public	sra	ncbi	SRX1453973	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	30	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2963124	SRS1182594	SRP066781	GSM1955765		671.0	5063.0	7451.0	1174.0	206.0	332.0	165.0	-139.0	15944.0	104785.0	100937.0	68034.0		-157.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57747.0	59277.0	63844.0			SRR2963124
RNA-Seq		200	PRJNA304408	SAMN04300224	GEO	public	sra	ncbi	SRX1453973	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	31	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2963125	SRS1182594	SRP066781	GSM1955765		671.0	5063.0	7451.0	1174.0	206.0	332.0	165.0	-139.0	15944.0	104785.0	100937.0	68034.0		-157.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57747.0	59277.0	63844.0			SRR2963125
RNA-Seq		200	PRJNA304408	SAMN04300225	GEO	public	sra	ncbi	SRX1453974	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	183	125	Homo sapiens	ILLUMINA	2017-01-19	SRR2963126	SRS1182593	SRP066781	GSM1955766		1323.0	3396.0	6946.0	1137.0	507.0	698.0	-237.0	4485.0	15729.0	92046.0	93966.0	64197.0		318.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	47016.0	46522.0	66232.0			SRR2963126
RNA-Seq		200	PRJNA304408	SAMN04300225	GEO	public	sra	ncbi	SRX1453974	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	184	127	Homo sapiens	ILLUMINA	2017-01-19	SRR2963127	SRS1182593	SRP066781	GSM1955766		1323.0	3396.0	6946.0	1137.0	507.0	698.0	-237.0	4485.0	15729.0	92046.0	93966.0	64197.0		318.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	47016.0	46522.0	66232.0			SRR2963127
RNA-Seq		200	PRJNA304408	SAMN04300226	GEO	public	sra	ncbi	SRX1453975	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	155	107	Homo sapiens	ILLUMINA	2017-01-19	SRR2963128	SRS1182592	SRP066781	GSM1955767		1107.0	1332.0	10388.0	704.0	156.0	121.0	273.0	693.0	15527.0	133743.0	130171.0	67334.0		365.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46557.0	43295.0	70474.0			SRR2963128
RNA-Seq		200	PRJNA304408	SAMN04300226	GEO	public	sra	ncbi	SRX1453975	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	167	115	Homo sapiens	ILLUMINA	2017-01-19	SRR2963129	SRS1182592	SRP066781	GSM1955767		1107.0	1332.0	10388.0	704.0	156.0	121.0	273.0	693.0	15527.0	133743.0	130171.0	67334.0		365.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46557.0	43295.0	70474.0			SRR2963129
RNA-Seq		200	PRJNA304408	SAMN04300227	GEO	public	sra	ncbi	SRX1453976	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	65	45	Homo sapiens	ILLUMINA	2017-01-19	SRR2963130	SRS1182591	SRP066781	GSM1955768		675.0	5085.0	6011.0	894.0	2742.0	1141.0	160.0	1790.0	15325.0	98301.0	94833.0	67933.0		-81.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	50682.0	51841.0	64071.0			SRR2963130
RNA-Seq		200	PRJNA304408	SAMN04300227	GEO	public	sra	ncbi	SRX1453976	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	68	47	Homo sapiens	ILLUMINA	2017-01-19	SRR2963131	SRS1182591	SRP066781	GSM1955768		675.0	5085.0	6011.0	894.0	2742.0	1141.0	160.0	1790.0	15325.0	98301.0	94833.0	67933.0		-81.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	50682.0	51841.0	64071.0			SRR2963131
RNA-Seq		200	PRJNA304408	SAMN04300228	GEO	public	sra	ncbi	SRX1453977	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	493	337	Homo sapiens	ILLUMINA	2017-01-19	SRR2963132	SRS1182590	SRP066781	GSM1955769		-81.0	5250.0	5532.0	106.0	182.0	544.0	370.0	1455.0	15120.0	106292.0	102000.0	68294.0		23.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49723.0	48832.0	66731.0			SRR2963132
RNA-Seq		200	PRJNA304408	SAMN04300228	GEO	public	sra	ncbi	SRX1453977	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	516	353	Homo sapiens	ILLUMINA	2017-01-19	SRR2963133	SRS1182590	SRP066781	GSM1955769		-81.0	5250.0	5532.0	106.0	182.0	544.0	370.0	1455.0	15120.0	106292.0	102000.0	68294.0		23.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49723.0	48832.0	66731.0			SRR2963133
RNA-Seq		200	PRJNA304408	SAMN04300229	GEO	public	sra	ncbi	SRX1453978	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	200	137	Homo sapiens	ILLUMINA	2017-01-19	SRR2963134	SRS1182589	SRP066781	GSM1955770		473.0	3234.0	9800.0	374.0	1948.0	850.0	18.0	3017.0	14916.0	98537.0	97052.0	66539.0		-267.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51153.0	48908.0	68545.0			SRR2963134
RNA-Seq		200	PRJNA304408	SAMN04300229	GEO	public	sra	ncbi	SRX1453978	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	208	143	Homo sapiens	ILLUMINA	2017-01-19	SRR2963135	SRS1182589	SRP066781	GSM1955770		473.0	3234.0	9800.0	374.0	1948.0	850.0	18.0	3017.0	14916.0	98537.0	97052.0	66539.0		-267.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51153.0	48908.0	68545.0			SRR2963135
RNA-Seq		200	PRJNA304408	SAMN04300230	GEO	public	sra	ncbi	SRX1453979	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963136	SRS1182588	SRP066781	GSM1955771		836.0	1115.0	4836.0	976.0	3059.0	423.0	319.0	102.0	14725.0	113405.0	109364.0	67958.0		-88.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	54711.0	51856.0	69144.0			SRR2963136
RNA-Seq		200	PRJNA304408	SAMN04300230	GEO	public	sra	ncbi	SRX1453979	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	14	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963137	SRS1182588	SRP066781	GSM1955771		836.0	1115.0	4836.0	976.0	3059.0	423.0	319.0	102.0	14725.0	113405.0	109364.0	67958.0		-88.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	54711.0	51856.0	69144.0			SRR2963137
RNA-Seq		200	PRJNA304408	SAMN04300231	GEO	public	sra	ncbi	SRX1453980	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	74	52	Homo sapiens	ILLUMINA	2017-01-19	SRR2963138	SRS1182587	SRP066781	GSM1955772		3020.0	7816.0	7991.0	667.0	2840.0	1440.0	247.0	832.0	14529.0	111907.0	107457.0	68250.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73525.0	74165.0	64971.0			SRR2963138
RNA-Seq		200	PRJNA304408	SAMN04300231	GEO	public	sra	ncbi	SRX1453980	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	78	54	Homo sapiens	ILLUMINA	2017-01-19	SRR2963139	SRS1182587	SRP066781	GSM1955772		3020.0	7816.0	7991.0	667.0	2840.0	1440.0	247.0	832.0	14529.0	111907.0	107457.0	68250.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73525.0	74165.0	64971.0			SRR2963139
RNA-Seq		200	PRJNA304408	SAMN04300232	GEO	public	sra	ncbi	SRX1453981	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	9	7	Homo sapiens	ILLUMINA	2017-01-19	SRR2963140	SRS1182586	SRP066781	GSM1955773		922.0	1327.0	9005.0	162.0	171.0	1383.0	-25.0	2510.0	17046.0	106718.0	112855.0	61972.0		490.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46895.0	45859.0	67017.0			SRR2963140
RNA-Seq		200	PRJNA304408	SAMN04300232	GEO	public	sra	ncbi	SRX1453981	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	9	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963141	SRS1182586	SRP066781	GSM1955773		922.0	1327.0	9005.0	162.0	171.0	1383.0	-25.0	2510.0	17046.0	106718.0	112855.0	61972.0		490.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46895.0	45859.0	67017.0			SRR2963141
RNA-Seq		200	PRJNA304408	SAMN04300233	GEO	public	sra	ncbi	SRX1453982	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	32	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2963142	SRS1182585	SRP066781	GSM1955774		700.0	645.0	8162.0	1146.0	57.0	951.0	-340.0	1496.0	17296.0	92001.0	87961.0	68546.0		281.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55030.0	53293.0	67672.0			SRR2963142
RNA-Seq		200	PRJNA304408	SAMN04300233	GEO	public	sra	ncbi	SRX1453982	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	29	21	Homo sapiens	ILLUMINA	2017-01-19	SRR2963143	SRS1182585	SRP066781	GSM1955774		700.0	645.0	8162.0	1146.0	57.0	951.0	-340.0	1496.0	17296.0	92001.0	87961.0	68546.0		281.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55030.0	53293.0	67672.0			SRR2963143
RNA-Seq		200	PRJNA304408	SAMN04300234	GEO	public	sra	ncbi	SRX1453983	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963144	SRS1182584	SRP066781	GSM1955775		228.0	5244.0	11831.0	696.0	315.0	235.0	588.0	8158.0	17519.0	116791.0	110960.0	68980.0		1063.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57672.0	56308.0	67123.0			SRR2963144
RNA-Seq		200	PRJNA304408	SAMN04300234	GEO	public	sra	ncbi	SRX1453983	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963145	SRS1182584	SRP066781	GSM1955775		228.0	5244.0	11831.0	696.0	315.0	235.0	588.0	8158.0	17519.0	116791.0	110960.0	68980.0		1063.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57672.0	56308.0	67123.0			SRR2963145
RNA-Seq		200	PRJNA304408	SAMN04300235	GEO	public	sra	ncbi	SRX1453984	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	22	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963146	SRS1182582	SRP066781	GSM1955776		898.0	4868.0	3698.0	628.0	615.0	976.0	127.0	5250.0	17766.0	98938.0	99564.0	65124.0		-245.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69604.0	65784.0	69341.0			SRR2963146
RNA-Seq		200	PRJNA304408	SAMN04300235	GEO	public	sra	ncbi	SRX1453984	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2963147	SRS1182582	SRP066781	GSM1955776		898.0	4868.0	3698.0	628.0	615.0	976.0	127.0	5250.0	17766.0	98938.0	99564.0	65124.0		-245.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69604.0	65784.0	69341.0			SRR2963147
RNA-Seq		200	PRJNA304408	SAMN04300236	GEO	public	sra	ncbi	SRX1453985	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	9	Homo sapiens	ILLUMINA	2017-01-19	SRR2963148	SRS1182583	SRP066781	GSM1955777		109.0	488.0	3375.0	528.0	295.0	346.0	253.0	713.0	17992.0	117041.0	109733.0	69901.0		172.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46215.0	45313.0	66841.0			SRR2963148
RNA-Seq		200	PRJNA304408	SAMN04300236	GEO	public	sra	ncbi	SRX1453985	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	9	Homo sapiens	ILLUMINA	2017-01-19	SRR2963149	SRS1182583	SRP066781	GSM1955777		109.0	488.0	3375.0	528.0	295.0	346.0	253.0	713.0	17992.0	117041.0	109733.0	69901.0		172.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	46215.0	45313.0	66841.0			SRR2963149
RNA-Seq		200	PRJNA304408	SAMN04300237	GEO	public	sra	ncbi	SRX1453986	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	238	166	Homo sapiens	ILLUMINA	2017-01-19	SRR2963150	SRS1182581	SRP066781	GSM1955778		1255.0	2368.0	8901.0	315.0	209.0	698.0	-188.0	4290.0	18186.0	128291.0	121845.0	69003.0		856.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	50069.0	48561.0	67571.0			SRR2963150
RNA-Seq		200	PRJNA304408	SAMN04300237	GEO	public	sra	ncbi	SRX1453986	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	221	155	Homo sapiens	ILLUMINA	2017-01-19	SRR2963151	SRS1182581	SRP066781	GSM1955778		1255.0	2368.0	8901.0	315.0	209.0	698.0	-188.0	4290.0	18186.0	128291.0	121845.0	69003.0		856.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	50069.0	48561.0	67571.0			SRR2963151
RNA-Seq		200	PRJNA304408	SAMN04300238	GEO	public	sra	ncbi	SRX1453987	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	70	49	Homo sapiens	ILLUMINA	2017-01-19	SRR2963152	SRS1182580	SRP066781	GSM1955779		1002.0	4458.0	6128.0	247.0	386.0	868.0	-105.0	7659.0	18388.0	107813.0	108885.0	64891.0		-171.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53653.0	51637.0	68095.0			SRR2963152
RNA-Seq		200	PRJNA304408	SAMN04300238	GEO	public	sra	ncbi	SRX1453987	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	71	50	Homo sapiens	ILLUMINA	2017-01-19	SRR2963153	SRS1182580	SRP066781	GSM1955779		1002.0	4458.0	6128.0	247.0	386.0	868.0	-105.0	7659.0	18388.0	107813.0	108885.0	64891.0		-171.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53653.0	51637.0	68095.0			SRR2963153
RNA-Seq		200	PRJNA304408	SAMN04300239	GEO	public	sra	ncbi	SRX1453988	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	1	1	Homo sapiens	ILLUMINA	2017-01-19	SRR2963154	SRS1182579	SRP066781	GSM1955780		703.0	7307.0	5844.0	673.0	368.0	833.0	361.0	1499.0	18595.0	123311.0	115061.0	70235.0		275.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63067.0	60021.0	68862.0			SRR2963154
RNA-Seq		200	PRJNA304408	SAMN04300239	GEO	public	sra	ncbi	SRX1453988	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	1	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963155	SRS1182579	SRP066781	GSM1955780		703.0	7307.0	5844.0	673.0	368.0	833.0	361.0	1499.0	18595.0	123311.0	115061.0	70235.0		275.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63067.0	60021.0	68862.0			SRR2963155
RNA-Seq		200	PRJNA304408	SAMN04300240	GEO	public	sra	ncbi	SRX1453989	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	39	28	Homo sapiens	ILLUMINA	2017-01-19	SRR2963156	SRS1182578	SRP066781	GSM1955781		671.0	5276.0	6272.0	712.0	250.0	617.0	409.0	4282.0	18783.0	125976.0	120753.0	68370.0		619.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	59582.0	57285.0	68164.0			SRR2963156
RNA-Seq		200	PRJNA304408	SAMN04300240	GEO	public	sra	ncbi	SRX1453989	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	42	30	Homo sapiens	ILLUMINA	2017-01-19	SRR2963157	SRS1182578	SRP066781	GSM1955781		671.0	5276.0	6272.0	712.0	250.0	617.0	409.0	4282.0	18783.0	125976.0	120753.0	68370.0		619.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	59582.0	57285.0	68164.0			SRR2963157
RNA-Seq		200	PRJNA304408	SAMN04300241	GEO	public	sra	ncbi	SRX1453990	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963158	SRS1182577	SRP066781	GSM1955782		749.0	3094.0	5676.0	847.0	428.0	393.0	117.0	1982.0	18976.0	91648.0	93580.0	64183.0		-52.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	62780.0	59356.0	69316.0			SRR2963158
RNA-Seq		200	PRJNA304408	SAMN04300241	GEO	public	sra	ncbi	SRX1453990	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963159	SRS1182577	SRP066781	GSM1955782		749.0	3094.0	5676.0	847.0	428.0	393.0	117.0	1982.0	18976.0	91648.0	93580.0	64183.0		-52.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	62780.0	59356.0	69316.0			SRR2963159
RNA-Seq		200	PRJNA304408	SAMN04300242	GEO	public	sra	ncbi	SRX1453991	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	314	221	Homo sapiens	ILLUMINA	2017-01-19	SRR2963160	SRS1182576	SRP066781	GSM1955783		1128.0	1682.0	8585.0	-121.0	173.0	570.0	284.0	402.0	19191.0	96475.0	93933.0	67310.0		201.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	67446.0	67785.0	65209.0			SRR2963160
RNA-Seq		200	PRJNA304408	SAMN04300242	GEO	public	sra	ncbi	SRX1453991	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	289	204	Homo sapiens	ILLUMINA	2017-01-19	SRR2963161	SRS1182576	SRP066781	GSM1955783		1128.0	1682.0	8585.0	-121.0	173.0	570.0	284.0	402.0	19191.0	96475.0	93933.0	67310.0		201.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	67446.0	67785.0	65209.0			SRR2963161
RNA-Seq		200	PRJNA304408	SAMN04300243	GEO	public	sra	ncbi	SRX1453992	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	288	204	Homo sapiens	ILLUMINA	2017-01-19	SRR2963162	SRS1182574	SRP066781	GSM1955784		650.0	15057.0	5821.0	1098.0	3384.0	663.0	46.0	669.0	19446.0	122909.0	115261.0	69885.0		76.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	72633.0	68633.0	69355.0			SRR2963162
RNA-Seq		200	PRJNA304408	SAMN04300243	GEO	public	sra	ncbi	SRX1453992	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	270	192	Homo sapiens	ILLUMINA	2017-01-19	SRR2963163	SRS1182574	SRP066781	GSM1955784		650.0	15057.0	5821.0	1098.0	3384.0	663.0	46.0	669.0	19446.0	122909.0	115261.0	69885.0		76.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	72633.0	68633.0	69355.0			SRR2963163
RNA-Seq		200	PRJNA304408	SAMN04300244	GEO	public	sra	ncbi	SRX1453993	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	10	7	Homo sapiens	ILLUMINA	2017-01-19	SRR2963164	SRS1182575	SRP066781	GSM1955785		893.0	6912.0	6337.0	459.0	911.0	654.0	388.0	1324.0	22027.0	123673.0	119309.0	67933.0		906.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56402.0	54521.0	67797.0			SRR2963164
