Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06613728	sra unknown_contigs	SRX2650195	other	2017-03-17	18	5	SRR5353970	SRS2055388	SRP102089	GSM2540892	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613726	sra unknown_contigs	SRX2650197	other	2017-03-17	28	10	SRR5353972	SRS2055389	SRP102089	GSM2540894	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613725	sra unknown_contigs	SRX2650198	other	2017-03-17	23	8	SRR5353973	SRS2055390	SRP102089	GSM2540895	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613723	sra unknown_contigs	SRX2650200	other	2017-03-17	36	13	SRR5353975	SRS2055391	SRP102089	GSM2540897	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613721	sra unknown_contigs	SRX2650202	other	2017-03-17	31	11	SRR5353977	SRS2055392	SRP102089	GSM2540899	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613724	sra unknown_contigs	SRX2650199	other	2017-03-17	32	11	SRR5353974	SRS2055393	SRP102089	GSM2540896	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613722	sra unknown_contigs	SRX2650201	other	2017-03-17	29	10	SRR5353976	SRS2055394	SRP102089	GSM2540898	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613718	sra unknown_contigs	SRX2650205	other	2017-03-17	19	6	SRR5353980	SRS2055395	SRP102089	GSM2540902	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613720	sra unknown_contigs	SRX2650203	other	2017-03-17	20	7	SRR5353978	SRS2055396	SRP102089	GSM2540900	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613719	sra unknown_contigs	SRX2650204	other	2017-03-17	39	14	SRR5353979	SRS2055397	SRP102089	GSM2540901	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613716	sra unknown_contigs	SRX2650207	other	2017-03-17	39	14	SRR5353982	SRS2055398	SRP102089	GSM2540904	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613717	sra unknown_contigs	SRX2650206	other	2017-03-17	47	17	SRR5353981	SRS2055399	SRP102089	GSM2540903	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613714	sra unknown_contigs	SRX2650209	other	2017-03-17	31	11	SRR5353984	SRS2055400	SRP102089	GSM2540906	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613715	sra unknown_contigs	SRX2650208	other	2017-03-17	35	12	SRR5353983	SRS2055401	SRP102089	GSM2540905	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613713	sra unknown_contigs	SRX2650210	other	2017-03-17	36	13	SRR5353985	SRS2055402	SRP102089	GSM2540907	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613712	sra unknown_contigs	SRX2650211	other	2017-03-17	30	11	SRR5353986	SRS2055403	SRP102089	GSM2540908	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613711	sra unknown_contigs	SRX2650212	other	2017-03-17	30	11	SRR5353987	SRS2055404	SRP102089	GSM2540909	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613848	sra unknown_contigs	SRX2650213	other	2017-03-17	24	8	SRR5353988	SRS2055405	SRP102089	GSM2540910	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613845	sra unknown_contigs	SRX2650216	other	2017-03-17	54	20	SRR5353991	SRS2055406	SRP102089	GSM2540913	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613847	sra unknown_contigs	SRX2650214	other	2017-03-17	45	16	SRR5353989	SRS2055407	SRP102089	GSM2540911	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613846	sra unknown_contigs	SRX2650215	other	2017-03-17	27	9	SRR5353990	SRS2055408	SRP102089	GSM2540912	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613843	sra unknown_contigs	SRX2650218	other	2017-03-17	27	9	SRR5353993	SRS2055409	SRP102089	GSM2540915	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613844	sra unknown_contigs	SRX2650217	other	2017-03-17	34	12	SRR5353992	SRS2055410	SRP102089	GSM2540914	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613947	sra unknown_contigs	SRX2650220	other	2017-03-17	32	10	SRR5353995	SRS2055411	SRP102089	GSM2540917	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613948	sra unknown_contigs	SRX2650219	other	2017-03-17	31	11	SRR5353994	SRS2055412	SRP102089	GSM2540916	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613946	sra unknown_contigs	SRX2650221	other	2017-03-17	37	13	SRR5353996	SRS2055413	SRP102089	GSM2540918	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613945	sra unknown_contigs	SRX2650222	other	2017-03-17	25	8	SRR5353997	SRS2055414	SRP102089	GSM2540919	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613943	sra unknown_contigs	SRX2650224	other	2017-03-17	26	9	SRR5353999	SRS2055415	SRP102089	GSM2540921	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613942	sra unknown_contigs	SRX2650225	other	2017-03-17	20	6	SRR5354000	SRS2055416	SRP102089	GSM2540922	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613944	sra unknown_contigs	SRX2650223	other	2017-03-17	51	19	SRR5353998	SRS2055417	SRP102089	GSM2540920	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613940	sra unknown_contigs	SRX2650227	other	2017-03-17	22	7	SRR5354002	SRS2055418	SRP102089	GSM2540924	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613941	sra unknown_contigs	SRX2650226	other	2017-03-17	33	12	SRR5354001	SRS2055419	SRP102089	GSM2540923	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613938	sra unknown_contigs	SRX2650229	other	2017-03-17	31	11	SRR5354004	SRS2055420	SRP102089	GSM2540926	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613939	sra unknown_contigs	SRX2650228	other	2017-03-17	45	16	SRR5354003	SRS2055421	SRP102089	GSM2540925	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613937	sra unknown_contigs	SRX2650230	other	2017-03-17	28	9	SRR5354005	SRS2055422	SRP102089	GSM2540927	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613936	sra unknown_contigs	SRX2650231	other	2017-03-17	38	13	SRR5354006	SRS2055423	SRP102089	GSM2540928	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613935	sra unknown_contigs	SRX2650232	other	2017-03-17	31	10	SRR5354007	SRS2055424	SRP102089	GSM2540929	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613931	sra	SRX2650236	other	2017-03-17	29	10	SRR5354011	SRS2055425	SRP102089	GSM2540933	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613934	sra unknown_contigs	SRX2650233	other	2017-03-17	40	14	SRR5354008	SRS2055426	SRP102089	GSM2540930	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613933	sra unknown_contigs	SRX2650234	other	2017-03-17	48	17	SRR5354009	SRS2055427	SRP102089	GSM2540931	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613932	sra unknown_contigs	SRX2650235	other	2017-03-17	30	11	SRR5354010	SRS2055428	SRP102089	GSM2540932	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613930	sra unknown_contigs	SRX2650237	other	2017-03-17	21	6	SRR5354012	SRS2055429	SRP102089	GSM2540934	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613929	sra unknown_contigs	SRX2650238	other	2017-03-17	22	7	SRR5354013	SRS2055430	SRP102089	GSM2540935	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613927	sra unknown_contigs	SRX2650240	other	2017-03-17	35	12	SRR5354015	SRS2055431	SRP102089	GSM2540937	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613928	sra unknown_contigs	SRX2650239	other	2017-03-17	14	4	SRR5354014	SRS2055432	SRP102089	GSM2540936	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613925	sra unknown_contigs	SRX2650242	other	2017-03-17	53	19	SRR5354017	SRS2055433	SRP102089	GSM2540939	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614481	sra unknown_contigs	SRX2650243	other	2017-03-17	44	16	SRR5354018	SRS2055434	SRP102089	GSM2540940	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613926	sra unknown_contigs	SRX2650241	other	2017-03-17	60	24	SRR5354016	SRS2055435	SRP102089	GSM2540938	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614480	sra unknown_contigs	SRX2650244	other	2017-03-17	20	6	SRR5354019	SRS2055436	SRP102089	GSM2540941	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614477	sra unknown_contigs	SRX2650247	other	2017-03-17	44	16	SRR5354022	SRS2055437	SRP102089	GSM2540944	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614478	sra unknown_contigs	SRX2650246	other	2017-03-17	38	13	SRR5354021	SRS2055438	SRP102089	GSM2540943	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614479	sra unknown_contigs	SRX2650245	other	2017-03-17	48	18	SRR5354020	SRS2055439	SRP102089	GSM2540942	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614476	sra unknown_contigs	SRX2650248	other	2017-03-17	27	11	SRR5354023	SRS2055440	SRP102089	GSM2540945	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614472	sra unknown_contigs	SRX2650252	other	2017-03-17	44	16	SRR5354027	SRS2055441	SRP102089	GSM2540949	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614474	sra unknown_contigs	SRX2650250	other	2017-03-17	34	12	SRR5354025	SRS2055442	SRP102089	GSM2540947	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614475	sra	SRX2650249	other	2017-03-17	0	0	SRR5354024	SRS2055443	SRP102089	GSM2540946	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614470	sra unknown_contigs	SRX2650254	other	2017-03-17	23	7	SRR5354029	SRS2055444	SRP102089	GSM2540951	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614473	sra unknown_contigs	SRX2650251	other	2017-03-17	22	7	SRR5354026	SRS2055445	SRP102089	GSM2540948	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614471	sra unknown_contigs	SRX2650253	other	2017-03-17	22	7	SRR5354028	SRS2055446	SRP102089	GSM2540950	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614469	sra unknown_contigs	SRX2650255	other	2017-03-17	33	11	SRR5354030	SRS2055447	SRP102089	GSM2540952	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614468	sra unknown_contigs	SRX2650256	other	2017-03-17	39	13	SRR5354031	SRS2055448	SRP102089	GSM2540953	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614467	sra unknown_contigs	SRX2650257	other	2017-03-17	36	13	SRR5354032	SRS2055449	SRP102089	GSM2540954	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614465	sra unknown_contigs	SRX2650259	other	2017-03-17	38	13	SRR5354034	SRS2055450	SRP102089	GSM2540956	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614464	sra unknown_contigs	SRX2650260	other	2017-03-17	34	12	SRR5354035	SRS2055451	SRP102089	GSM2540957	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614463	sra unknown_contigs	SRX2650261	other	2017-03-17	30	10	SRR5354036	SRS2055452	SRP102089	GSM2540958	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614466	sra unknown_contigs	SRX2650258	other	2017-03-17	39	14	SRR5354033	SRS2055453	SRP102089	GSM2540955	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614580	sra unknown_contigs	SRX2650263	other	2017-03-17	37	12	SRR5354038	SRS2055454	SRP102089	GSM2540960	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614462	sra unknown_contigs	SRX2650262	other	2017-03-17	36	12	SRR5354037	SRS2055455	SRP102089	GSM2540959	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614578	sra unknown_contigs	SRX2650265	other	2017-03-17	22	7	SRR5354040	SRS2055456	SRP102089	GSM2540962	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614579	sra unknown_contigs	SRX2650264	other	2017-03-17	64	23	SRR5354039	SRS2055457	SRP102089	GSM2540961	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614577	sra unknown_contigs	SRX2650266	other	2017-03-17	27	8	SRR5354041	SRS2055458	SRP102089	GSM2540963	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614571	sra unknown_contigs	SRX2650271	other	2017-03-17	48	13	SRR5354046	SRS2055459	SRP102089	GSM2540968	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614576	sra unknown_contigs	SRX2650267	other	2017-03-17	40	13	SRR5354042	SRS2055460	SRP102089	GSM2540964	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614572	sra unknown_contigs	SRX2650270	other	2017-03-17	57	19	SRR5354045	SRS2055461	SRP102089	GSM2540967	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614574	sra unknown_contigs	SRX2650269	other	2017-03-17	48	17	SRR5354044	SRS2055462	SRP102089	GSM2540966	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614575	sra unknown_contigs	SRX2650268	other	2017-03-17	39	13	SRR5354043	SRS2055463	SRP102089	GSM2540965	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613641	sra unknown_contigs	SRX2650272	other	2017-03-17	37	10	SRR5354047	SRS2055464	SRP102089	GSM2540969	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613638	sra unknown_contigs	SRX2650276	other	2017-03-17	56	21	SRR5354051	SRS2055465	SRP102089	GSM2540973	LMPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613640	sra unknown_contigs	SRX2650273	other	2017-03-17	41	14	SRR5354048	SRS2055466	SRP102089	GSM2540970	MPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613639	sra unknown_contigs	SRX2650274	other	2017-03-17	13	4	SRR5354049	SRS2055467	SRP102089	GSM2540971	LMPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613637	sra unknown_contigs	SRX2650277	other	2017-03-17	47	17	SRR5354052	SRS2055468	SRP102089	GSM2540974	LMPP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
